PROVIDER_NUMBER,FYB,FYE,STATUS,CTRL_TYPE,hosp_Name,Street_Addr,Po_Box,City,State,Zip_Code,County
450669,01-JUN-15,31-MAY-16,As Submitted,4,MEDICAL CENTER OF LEWISVILLE,500 WEST MAIN,,LEWISVILLE,TX,75067-,DENTON
450670,01-JUL-15,30-JUN-16,As Submitted,4,TOMBALL REGIONAL HOSPITAL,605 HOLDERIETH,,TOMBALL,TX,77375,HARRIS
450672,01-FEB-15,31-JAN-16,Amended,4,PLAZA MEDICAL CTR FT WORTH,900 EIGHTH,,FORT WORTH,TX,76104,TARRANT
450674,01-MAR-15,29-FEB-16,Amended,4,WOMANS HOSPITAL OF TEXAS,7600 FANNIN STREET,,HOUSTON,TX,77054,HARRIS
450675,01-JUN-15,31-MAY-16,As Submitted,4,MEDICAL CENTER OF ARLINGTON,3301 MATLOCK ROAD,,ARLINGTON,TX,76015,TARRANT
450677,01-JAN-15,31-DEC-15,As Submitted,1,TEXAS HEALTH HUGULEY,11801 SOUTH FREEWAY,,BURLESON,TX,76028,TARRANT
450678,01-JAN-16,31-MAY-16,As Submitted,4,DOCTORS HOSPITAL AT WHITE ROCK LAKE,9440 POPPY DRIVE,,DALLAS,TX,75218,DALLAS
450683,01-JAN-11,31-DEC-11,As Submitted,6,RENAISSANCE HOSPITAL TERRELL,1551 HWY 34 SOUTH,,TERRELL,TX,75160,KAUFMAN
450684,01-JAN-15,31-DEC-15,As Submitted,2,MEMORIAL HERMANN NORTHEAST,18951 MEMORIAL NORTH,,HUMBLE,TX,77338-,HARRIS
450686,01-JAN-15,31-DEC-15,Amended,11,UNIVERSITY MEDICAL CENTER,602 INDIANA AVE,,LUBBOCK,TX,79415,LUBBOCK
450688,01-MAR-15,31-DEC-15,As Submitted,4,DALLAS REGIONAL MEDICAL CENTER,1011 NORTH GALLOWAY,,MESQUITE,TX,75149,DALLAS
450690,01-SEP-15,31-AUG-16,As Submitted,10,UT HEALTH CENTER AT TYLER,11937 US HIGHWAY 271,,TYLER,TX,75710-,SMITH
450694,01-APR-15,31-MAR-16,As Submitted,3,EL CAMPO MEMORIAL HOSPITAL,303 SANDY CORNER ROAD,,EL CAMPO,TX,77437-,WHARTON
450697,01-OCT-15,30-SEP-16,As Submitted,4,SOUTHWEST GENERAL HOSPITAL,7400 BARLITE BLVD,,SAN ANTONIO,TX,78224,BEXAR
450698,01-OCT-15,30-SEP-16,As Submitted,11,LAMB HEALTHCARE CENTER,1500 SOUTH SUNSET,,LITTLEFIELD,TX,79339-,LAMB
450702,01-OCT-15,30-SEP-16,As Submitted,4,LONGVIEW REGIONAL MEDICAL CENTER,2901 NORTH FOURTH ST,,LONGVIEW,TX,75601,GREGG
450709,01-JAN-15,31-DEC-15,As Submitted,1,HOUSTON METHODIST ST. JOHN HOSPITAL,18300 ST. JOHN DRIVE,,NASSAU BAY,TX,77058,HARRIS
450711,01-OCT-15,30-SEP-16,As Submitted,4,RIO GRANDE REGIONAL HOSPITAL,101 EAST RIDGE ROAD,,MCALLEN,TX,78503-,HILDAGO
450713,01-NOV-14,31-OCT-15,Amended,4,SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,,AUSTIN,TX,78704-,TRAVIS
450716,01-JAN-15,31-DEC-15,As Submitted,4,CYPRESS FAIRBANKS MEDICAL CENTER,10655 STEEPLETOP,,HOUSTON,TX,77065,HARRIS
450718,01-MAR-15,29-FEB-16,Amended,4,ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVENUE,,ROUND ROCK,TX,78681-,WILLIAMSON
450723,01-JUL-15,30-JUN-16,As Submitted,2,METHODIST CHARLTON MEDICAL CENTER,3500 WEST WHEATLAND RD,225357,DALLAS,TX,75237-3464,DALLAS
450730,01-OCT-15,30-SEP-16,As Submitted,2,BAYLOR MEDICAL CENTER AT CARROLLTON,4343 N. JOSEY LANE,,CARROLLTON,TX,75010-,DENTON
450742,01-JUN-15,31-MAY-16,As Submitted,4,LAKE POINTE MEDICAL CENTER,6800 SCENIC DRIVE  PO BOX 1550,,ROWLETT,TX,75088,ROCKWALL
450743,01-MAY-15,30-APR-16,As Submitted,2,TEXAS HEALTH DENTON,207 NORTH BONNIE BRAE,,DENTON,TX,76201,DENTON
450746,01-OCT-15,30-SEP-16,As Submitted,9,KNOX COUNTY HOSPITAL,712 SOUTH FIFTH,,KNOX CITY,TX,79529,KNOX
450747,01-JAN-15,31-DEC-15,As Submitted,4,PALESTINE REGIONAL MEDICAL CENTER,2900 SOUTH LOOP 256,,PALESTINE,TX,75801-,ANDERSON
450749,01-MAR-15,29-FEB-16,As Submitted,2,ETMC TRINITY,900 PROSPECT DRIVE,471,TRINITY,TX,75862-,TRINITY
450754,01-OCT-15,30-SEP-16,As Submitted,11,HAMILTON GENERAL HOSPITAL,400 NORTH BROWN,,HAMILTON,TX,76531-,HAMILTON
450755,01-JUL-15,30-JUN-16,As Submitted,1,COVENANT HOSPITAL LEVELLAND,3900 COLLEGE AVENUE,,LEVELLAND,TX,79336,HOCKLEY
450766,01-SEP-15,31-AUG-16,As Submitted,10,UT SOUTHWESTERN MED CTR- ZALE LIPSHY,5151 HARRY HINES BLVD.,,DALLAS,TX,75390,DALLAS
450770,01-JAN-12,31-DEC-12,Settled,4,CAMERON HOSPITAL  INC. DBA CEN TEX H,806 N. CROCKETT,947,CAMERON,TX,76520,MILAM
450771,01-JAN-15,31-DEC-15,As Submitted,2,TEXAS HEALTH PRESBYTERIAN HOSPITAL P,6200 WEST PARKER ROAD,,PLANO,TX,75093,COLLIN
450774,01-JAN-15,31-DEC-15,As Submitted,4,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,,HOUSTON,TX,77090,HARRIS
450775,01-OCT-15,30-SEP-16,As Submitted,4,KINGWOOD MEDICAL CENTER,22999 HIGHWAY 59 NORTH,,KINGWOOD,TX,77339-,HARRIS COUNTY
450779,01-OCT-15,30-SEP-16,As Submitted,2,TEXAS HEALTH SOUTHWEST,6100 HARRIS PARKWAY,,FORT WORTH,TX,76132-4101,TARRANT
450780,01-JAN-15,31-DEC-15,As Submitted,4,METHODIST AMBULATORY SURGICAL HOSPIT,9150 HUEBNER RD,,SAN ANTONIO,TX,78240-1558,BEXAR
450788,01-SEP-15,31-AUG-16,As Submitted,4,CORPUS CHRISTI MEDICAL CENTER,7101 SOUTH PADRE ISLAND DRIVE,,CORPUS CHRISTI,TX,78412-,NEUCES
450795,01-JAN-13,31-DEC-13,Settled,4,ST ANTHONYS HOSPITAL,2807 LITTLE YORK ROAD,,HOUSTON,TX,77093,HARRIS
450796,01-JAN-15,30-JUN-15,Settled,4,NORTHWEST TEXAS SURGERY CENTER,3501 SONCY ROAD  SUITE 118,,AMARILLO,TX,79121-,POTTER
450797,01-JAN-15,31-DEC-15,As Submitted,6,HOUSTON HOSPITAL FOR SPECIALIZED SUR,5400 LABRANCH BLVD,,HOUSTON,TX,77004-,HARRIS
450801,01-JUL-15,30-JUN-16,As Submitted,1,CHRISTUS ST MICHAEL,2600 ST MICHAEL DRIVE,,TEXARKANA,TX,75503-,BOWIE
450803,01-JAN-15,31-DEC-15,Amended,6,DOCTORS HOSPITAL TIDWELL,510 TIDWELL ST,,HOUSTON,TX,77091,
450804,01-JAN-15,31-DEC-15,As Submitted,5,TEXAS ORTHOPEDIC HOSPITA,7401 SOUTH MAIN STREET,,HOUSTON,TX,77030,HARRIS
450808,01-JAN-15,31-DEC-15,As Submitted,6,NORTHWEST HILLS SURGICAL HOSPITAL,AUSTIN CENTER BLVD  SUITE 100,,AUSTIN,TX,78731,TRAVIS
450809,01-JUL-15,30-JUN-16,As Submitted,4,NORTH AUSTIN MEDICAL CENTER,12221 NORTH MOPAC EXPRESSWAY,,AUSTIN,TX,78758-,TRAVIS
450813,01-JAN-11,31-DEC-11,Settled,3,COMMUNITY GENERAL HOSPITAL OF DILLEY,230 WEST MILLER,,DILLEY,TX,78017,FRIO
450820,01-JAN-15,31-DEC-15,As Submitted,2,METHODIST SUGAR LAND HOSPITAL,16655 SOUTHWEST FREEWAY,,SUGAR LAND,TX,77479-,FORT BEND
450822,01-JAN-15,31-DEC-15,Amended,4,LAS COLINAS MEDICAL CENTER,6800 N. MACARTHUR BLVD,,IRVING,TX,75039,DALLAS
450825,01-JAN-15,31-DEC-15,As Submitted,6,CORNERSTONE REGIONAL HOSPITAL,2302 CORNERSTONE BLVD.,,EDINBURG,TX,78539-,HIDALGO
450827,01-JAN-15,31-DEC-15,As Submitted,5,KELL WEST REGIONAL HOSPITAL,5420 KELL WEST BOULEVARD,,WICHITA FALLS,TX,76310,WICHITA
450828,01-JUL-15,30-JUN-16,As Submitted,1,CHRISTUS SPOHN ALICE,2500 E. MAIN,,ALICE,TX,78332-,JIM WELLS
450831,01-SEP-15,31-AUG-16,As Submitted,4,VISTA MEDICAL CENTER HOSPITAL,4301 VISTA ROAD,,PASADENA,TX,77504-,HARRIS
450832,01-FEB-14,31-JUL-14,Settled,1,HOUSTON METHODIST ST. CATHERINE,701 SOUTH FRY ROAD,,KATY,TX,77450,HARRIS
450833,01-MAY-15,30-APR-16,As Submitted,4,ENNIS REGIONAL MEDICAL CENTER,2201 WEST LAMPASA STREET,,ENNIS,TX,75119,ELLIS
450834,01-JAN-15,31-DEC-15,As Submitted,6,THE PHYSICIAN CENTRE,3131 UNIVERSITY DRIVE E.,,BRYAN,TX,77802-,BRAZOS
450839,01-JUN-11,31-MAY-12,Reopened,4,SHELBY REGIONAL MEDICAL CENTER,602 HURST STREET,,CENTER,TX,75935,SHELBY
450840,01-JAN-15,31-DEC-15,As Submitted,2,TEXAS HEALTH HOSPITAL ALLEN,1105 N. CENTRAL EXPRESSWAY,,ALLEN,TX,75013,COLLIN
450841,01-JAN-11,31-DEC-11,Settled,5,BROWNSVILLE SURGICAL HOSPITAL,4750 NORTH EXPRESSWAY,,BROWNSVILLE,TX,78521,CAMERON
450844,01-JAN-15,31-DEC-15,As Submitted,2,METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY HOSPITAL,,HOUSTON,TX,77070-,HARRIS
450845,01-JAN-15,31-DEC-15,As Submitted,5,EL PASO SPECIALTY HOSPITAL,1755 CURIE  SUITE A,,EL PASO,TX,79902,EL PASO
450847,01-JAN-15,31-DEC-15,As Submitted,2,MEMORIAL HERMANN KATY,23900 KATY FREEWAY,,KATY,TX,77494,HARRIS
450848,01-OCT-15,30-SEP-16,As Submitted,2,MEMORIAL HERMANN SUGARLAND,17500 WEST GRAND PARKWAY,,SUGARLAND,TX,77479,FORT BEND
450851,01-JUL-15,30-JUN-16,As Submitted,5,BAYLOR HEART AND VASCULAR,621 NORTH HALL ST SUITE 150,,DALLAS,TX,75246-,DALLAS
450853,01-JAN-15,31-DEC-15,As Submitted,4,BAYLOR MEDICAL CENTER AT FRISCO,5601 WARREN PARKWAY,,FRISCO,TX,75034,COLLIN
450855,01-JAN-15,31-DEC-15,Amended,4,HARLINGEN MEDICAL CENTER,5510 SOUTH EXPRESSWAY,,HARLINGEN,TX,78550,CAMERON
450856,01-JAN-15,31-DEC-15,As Submitted,6,SOUTH TX SPINE & SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,,SAN ANTONIO,TX,78258,BEXAR
450860,01-JAN-15,31-DEC-15,As Submitted,5,SUGAR LAND SURGICAL HOSPITAL,1211 HIGHWAY 6  SUITE 70,,SUGAR LAND,TX,77478,FORT BEND
450862,01-JUL-15,30-JUN-16,As Submitted,2,ST. LUKES THE WOODLANDS HOSPITAL,17200 ST LUKES WAY,4546,THE WOODLANDS,TX,77384,MONTGOMERY
450864,01-JAN-15,31-DEC-15,As Submitted,5,TEXAS SPINE & JOINT HOSPITAL,1814 ROSELAND BLVD,,TYLER,TX,75701-,SMITH
450865,01-JUL-15,30-JUN-16,As Submitted,2,DCHSA-D.B.A.-SETON SOUTHWEST,7900 FM 1826,,AUSTIN,TX,78737-,TRAVIS
450867,01-JUL-15,30-JUN-16,As Submitted,2,DCHSA-D.B.A.-SETON NORTHWEST,11113 RESEARCH BLVD,,AUSTIN,TX,78759-5297,TRAVIS
450869,01-JAN-15,31-DEC-15,As Submitted,5,DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,,EDINBURG,TX,78539-,HIDALGO
450871,01-JAN-15,31-DEC-15,As Submitted,5,ARISE AUSTIN SURGICAL HOSPITAL,3003 BEE CAVE ROAD,,AUSTIN,TX,78746,TRAVIS
450872,01-JAN-15,31-DEC-15,As Submitted,5,USMD HOSPITAL OF ARLINGTON,801 WEST I-20,,ARLINGTON,TX,76017-5851,TARRANT
450874,01-JAN-15,31-DEC-15,As Submitted,5,BAYLOR SURGICAL HOSPITAL LAS COLINAS,400 W I-635 SUITE 101,,IRVING,TX,75063,IRVING
450875,01-JAN-15,31-DEC-15,As Submitted,4,PHYSICIANS SURGICAL HOSPITAL,6819 PLUM CREEK,,AMARILLO,TX,79124,POTTER
450876,01-JAN-15,31-DEC-15,Amended,5,LUBBOCK HEART HOSPITAL,4810 NORTH LOOP 289,,LUBBOCK,TX,79416,LUBBOCK
450877,01-JAN-15,31-DEC-15,As Submitted,6,FOUNDATION SURGICAL HOSPITAL EL PASO,1416 GEORGE DIETER,,EL PASO,TX,79936,EL PASO
450880,01-JAN-15,31-DEC-15,As Submitted,5,BAYLOR SURGICAL HOSPITAL AT FORT WOR,750 12TH AVENUE,,FORT WORTH,TX,76104,
450883,01-JAN-15,31-DEC-15,As Submitted,5,BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850 SOUTH HIGHWAY 114 E,,TROPHY CLUB,TX,76262,DENTON
450884,01-JUL-14,01-NOV-14,As Submitted,2,ETMC GILMER,712 NORTH WOOD,,GILMER,TX,75644-,UPSHUR
450885,01-JAN-15,31-DEC-15,Amended,4,CENTENNIAL MEDICAL CENTER,12505 LEBANON ROAD,,FRISCO,TX,75035,COLLIN
450886,01-JAN-12,15-NOV-12,Settled,6,SOUTHWEST SURGICAL HOSPITAL,1612 HURST TOWN CENTER DRIVE,,HURST,TX,76054,TARRANT
450888,01-JAN-15,31-DEC-15,As Submitted,4,SOUTHLAKE SPECIALITY HOSPITAL,1545 E SOUTHLAKE BLVD,,SOUTHLAKE,TX,76092,TARRANT
450889,01-JAN-15,31-DEC-15,As Submitted,6,TEXAS INSTITUTE  FOR SURGERY AT PRES,7115 GREENVILLE AVE  SUITE 100,,DALLAS,TX,75234,DALLAS
450890,01-JAN-15,31-DEC-15,As Submitted,1,BAYLOR REGIONAL MEDICAL CTR AT PLANO,4700 ALLIANCE BLVD,,PLANO,TX,75093-,COLLIN
450891,01-JAN-15,31-DEC-15,As Submitted,4,PRESBYTERIAN PLANO CENTER DIAG SRVCS,6020 W PARKER RD,,PLANO,TX,75093-,DALLAS
450893,01-JAN-15,31-DEC-15,As Submitted,6,THE HEART HOSPITAL BAYLOR DENTON,2801 SOUTH MAYHILL ROAD,,DENTON,TX,76208,DENTON
450894,01-JAN-15,31-DEC-15,As Submitted,5,PINE CREEK MEDICAL CENTER,9032 HARRY HINES BOULEVARD,,DALLAS,TX,75235,DALLAS
451300,01-OCT-15,30-SEP-16,As Submitted,11,PARMER COUNTY COMMUNITY HOSPITAL,1307 CLEVELAND STREET,,FRIONA,TX,79035-,PARMER
451301,01-OCT-15,30-SEP-16,As Submitted,11,REAGAN MEMORIAL HOSPITAL,805 NORTH MAIN STREET,,BIG LAKE,TX,76932-3938,REAGAN
451302,01-OCT-13,01-MAY-14,Settled,2,GOOD SHEPHERD MED. CTR. - LINDEN,404 NORTH KAUFMAN STREET,,LINDEN,TX,75563,CASS
451303,01-OCT-15,30-SEP-16,As Submitted,11,LIMESTONE MEDICAL CENTER,900 N. ELLIS,,GROESBECK,TX,76642-,LIMESTONE
451304,01-JAN-15,31-DEC-15,Settled,4,SCHLEICHER COUNTY MEDICAL CENTER,102 NORTH US HWY 277,V,ELDORADO,TX,76936-,SCHLEICHER
451305,01-JUL-15,30-JUN-16,As Submitted,1,BURLESON ST. JOSEPH HEALTH CENTER,1101 WOODSON,,CALDWELL,TX,77836,BURLESON
451306,01-OCT-15,30-SEP-16,As Submitted,4,KIMBLE HOSPITAL,349 REID RD,,JUNCTION,TX,76849-3024,KIMBLE
451307,01-JAN-15,31-DEC-15,As Submitted,11,IRAAN GENERAL HOSPITAL DISTRICT,320 WEST 5TH STREET,,IRAAN,TX,79744,PECOS
451308,01-JAN-15,31-DEC-15,As Submitted,9,YOAKUM COUNTY HOSPITAL,412 MUSTANG AVENUE,,DENVER CITY,TX,79323,YOAKUM
451309,01-OCT-15,30-SEP-16,As Submitted,11,MCCAMEY COUNTY HOSPITAL DISTRICT,HIGHWAY 305 SOUTH,1200,MCCAMEY,TX,79752,UPTON
451310,01-OCT-15,30-SEP-16,As Submitted,11,BALLINGER MEMORIAL HOSPITAL,BRONTE HIGHWAY & AVE B,,BALLINGER,TX,76821-,RUNNELS
451311,01-OCT-15,30-SEP-16,As Submitted,11,SWEENY COMMUNITY HOSPITAL,305 NORTH MCKINNEY,,SWEENY,TX,77480-,BRAZORIA
451312,01-JAN-15,31-DEC-15,As Submitted,11,RICE MEDICAL CENTER,1700 BRAZOS,,EAGLE LAKE,TX,76567,COLORADO
451313,01-JAN-15,31-DEC-15,Amended,11,FISHER COUNTY HOSPITAL DISTRICT,774 STATE HIGHWAY 70,DRAWER F,ROTAN,TX,79546,FISHER
451314,01-JAN-15,31-DEC-15,As Submitted,9,MEMORIAL HOSPITAL,821 JEFEE DRIVE,,KERMIT,TX,79745,WINKLER
451315,01-JUL-15,30-JUN-16,As Submitted,11,NORTH RUNNELS HOSPITAL DISTRICT,HIGHWAY 153 EAST,185,WINTERS,TX,79567,RUNNELS
451316,01-JUL-15,30-JUN-16,As Submitted,1,MADISON ST. JOSEPH HEALTH CENTER,100 WEST CROSS,,MADISONVILLE,TX,77864,MADISON
451317,01-JAN-15,31-DEC-15,As Submitted,11,REFUGIO MEMORIAL HOSPITAL,107 SWIFT STREET,,REFUGIO,TX,78377,REFUGIO
451318,01-OCT-15,30-SEP-16,As Submitted,11,STONEWALL MEMORIAL HOSPITAL,HIGHWAY #83 & NORTH WASHINGTON AVE.,DRAWER C,ASPERMONT,TX,79502-,STONEWALL
451319,01-JUL-15,30-JUN-16,As Submitted,1,CHRISTUS MFH - JACKSONVILLE,2026 SOUTH JACKSON,,JACKSONVILLE,TX,75766-,CHEROKEE
451320,01-OCT-15,30-SEP-16,As Submitted,11,BAYSIDE COMMUNITY HOSPITAL,200 HOSPTIAL DRIVE,,ANAHUAC,TX,77514,CHAMBERS
451321,01-OCT-14,18-MAY-15,Settled,11,HUNT REGIONAL COMMUNITY HOSPITAL,2700 STERLING HART DRIVE,,COMMERCE,TX,75428-,HUNT
451322,01-JUL-15,30-JUN-16,As Submitted,1,GRIMES ST. JOSEPH HEALTH CENTER,210 JUDSON,,NAVASOTA,TX,77868,GRIMES
451323,01-OCT-15,30-SEP-16,As Submitted,1,ROLLINS BROOK COMMUNITY HOSPITAL CAH,608 NORTH KEY AVENUE,,LAMPASAS,TX,76550,LAMPASAS
451324,01-JAN-15,31-DEC-15,As Submitted,11,LILLIAN M. HUDSPETH MEMORIAL HOSP.,310 HUDSPETH,,SONORA,TX,76950-,SUTTON
451325,01-OCT-15,30-SEP-16,As Submitted,11,CONCHO COUNTY HOSPITAL,314 EAKER,L,EDEN,TX,76837-,CONCHO
451326,01-JUL-15,30-JUN-16,As Submitted,11,CHILLICOTHE HOSPITAL DISTRICT,303 AVENUE I,370,CHILLICOTHE,TX,79225-,HARDEMAN
451328,01-JAN-15,31-DEC-15,As Submitted,4,RICELAND MEDICAL CENTER,538 BROADWAY,,WINNIE,TX,77665,CHAMBERS
451329,01-OCT-15,30-SEP-16,As Submitted,11,RANKIN COUNTY HOSPITAL DISTRICT,1611 SPUR 576,PO BOX327,RANKIN,TX,79778,UPTON
451330,01-OCT-15,30-SEP-16,As Submitted,13,MEDINA REGIONAL HOSPITAL,3100 AVENUE E,,HONDO,TX,78861-,MEDINA
451331,01-AUG-15,31-JUL-16,As Submitted,11,COON MEMORIAL HOSPITAL,1411 DENVER,,DALHART,TX,79022-,DALLAM-HARTLEY
451332,01-JAN-15,31-DEC-15,As Submitted,2,PALACIOS COMMUNITY MEDICAL CENTER,311 GREEN AVENUE,,PALACIOS,TX,77465,MATAGORDA
451333,01-MAY-15,30-APR-16,As Submitted,11,MARTIN COUNTY HOSPITAL,610 N. SAINT PETER STREET,,STANTON,TX,79782-,MARTIN COUNTY
451334,01-JUN-15,31-MAY-16,As Submitted,11,PARKVIEW HOSPITAL,901 S SWEETWATER STREET,1030,WHEELER,TX,79096,WHEELER
451335,01-JUL-15,30-JUN-16,As Submitted,11,MUENSTER MEMORIAL HOSPITAL,605 N. MAPLE STREET,,MUENSTER,TX,76252-,COOKE
451337,01-OCT-15,30-SEP-16,As Submitted,11,W.J. MANGOLD MEMORIAL HOSPITAL,320 MAIN,,LOCKNEY,TX,79241-,FLOYD
451338,01-APR-15,31-MAR-16,As Submitted,4,CULBERSON HOSPITAL,EISENHOWER RD & FM 2185,609,VAN HORN,TX,79855-,CULBERSON
451339,01-JAN-15,31-DEC-15,As Submitted,9,THROCKMORTON COUNTY HOSPITAL,802 NORTH MINTER,#729,THROCKMORTON,TX,76483-0729,THROCKMORTON
451340,01-OCT-15,30-SEP-16,As Submitted,11,SHAMROCK GENERAL HOSPITAL,1000 SOUTH MAIN STREET,511,SHAMROCK,TX,79079,WHEELER
451341,01-OCT-15,30-SEP-16,As Submitted,11,HASKELL MEMORIAL HOSPITAL,#1 NORTH AVENUE N,,HASKELL,TX,76521-1117,HASKELL
451342,01-OCT-15,30-SEP-16,As Submitted,9,MITCHELL COUNTY HOSPITAL,997 WEST I-20,,COLORADO CITY,TX,79512-,MITCHELL
451343,01-OCT-15,30-SEP-16,As Submitted,11,ELECTRA MEMORIAL HOSPITAL,1207 SOUTH BAILEY STREET,,ELECTRA,TX,76360-,WICHITA
451344,01-OCT-15,30-SEP-16,As Submitted,11,HANSFORD COUNTY HOSPITAL DISTRICT,707 SOUTH ROLAND STREET,,SPEARMAN,TX,79081-3341,HANSFORD
451345,01-JAN-15,31-DEC-15,As Submitted,2,CROSBYTON CLINIC HOSPITAL,HOSPITAL DRIVE,,CROSBYTON,TX,79322,CROSBY
451346,01-JUL-15,30-JUN-16,Amended,11,YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DR,,YOAKUM,TX,77995-0753,LAVACA
451347,01-OCT-15,30-SEP-16,As Submitted,4,COLEMAN COUNTY MEDICAL CENTER,310 S. PECOS,,COLEMAN,TX,76834,COLEMAN
451348,01-APR-15,31-MAR-16,As Submitted,11,HEART OF TEXAS HEALTHCARE SYSTEM,2008 NINE ROAD,1150,BRADY,TX,76825-,MCCULLOCH
451349,01-JAN-15,31-DEC-15,As Submitted,13,SWISHER MEMORIAL HEALTHCARE SYSTEM,SWISHER MEMORIAL HEALTHCARE SYSTEM,PO BOX539,TULIA,TX,79088,SWISHER
451350,01-MAY-16,30-SEP-16,As Submitted,11,PLAINS MEMORIAL HOSPITAL,310 WEST HALSELL,278,DIMMITT,TX,79027-0278,CASTRO
451351,01-OCT-15,30-SEP-16,As Submitted,11,LYNN COUNTY HOSPITAL,2600 LOCKWOOD STREET,1310,TAHOKA,TX,79373-,LYNN COUNTY
451352,01-JAN-15,31-DEC-15,As Submitted,11,HARDEMAN COUNTY HOSPITAL,402 MERCER ST,,QUANAH,TX,79252,HARDEMAN
451353,01-OCT-15,30-SEP-16,As Submitted,8,CRANE COUNTY HOSPITAL DISTRICT,1310 SOUTH ALFORD,,CRANE,TX,79731-,CRANE
451354,01-MAR-15,29-FEB-16,As Submitted,11,OLNEY HAMILTON HOSPITAL DISTRICT,901 WEST HAMILTON,158,OLNEY,TX,76374-0158,YOUNG
451355,01-OCT-15,30-SEP-16,As Submitted,4,COLLINGSWORTH GENERAL HOSPITAL,1013 15TH STREET,1112,WELLINGTON,TX,79095-,COLLINGSWORTH
451356,01-JAN-15,31-DEC-15,Amended,8,MEMORIAL MEDICAL CENTER,815 NORTH VIRGINIA STREET,,PORT LAVACA,TX,77979,CALHOUN
451357,01-JAN-15,31-DEC-15,As Submitted,5,ROCKDALE HOSPITAL,1700 BRAZOS AVE,,ROCKDALE,TX,76567,MILAM
451358,01-OCT-15,30-SEP-16,As Submitted,11,MEMORIAL HOSPITAL-SEMINOLE,209 NORTHWEST 8TH STREET,,SEMINOLE,TX,79360-3499,GAINES
451359,01-OCT-15,30-SEP-16,As Submitted,11,OCHILTREE GENERAL HOSPITAL,3101 GARRETT DRIVE,,PERRYTON,TX,79070-,OCHILTREE
451360,01-JUL-15,30-JUN-16,Amended,1,ST LUKES HEALTH MEMORIAL SAN AUGUST,HOSPITAL DR,PO BOX 65,SAN AUGUSTINE,TX,75792,SAN AUGUSTINE
451361,01-JAN-15,31-DEC-15,As Submitted,4,PREFERRED HOSPITAL LEASING HEMPHILL,2301 STATE HIGHWAY 83W,750,HEMPHILL,TX,75948,SABINE
451362,01-OCT-15,30-SEP-16,As Submitted,9,CLAY COUNTY MEMORIAL HOSPITAL,310 WEST SOUTH STREET,,HENRIETTA,TX,76365-,CLAY
451363,01-OCT-15,30-SEP-16,As Submitted,11,JACKSON COUNTY HOSPITAL,1013 SOUTH WELLS,,EDNA,TX,77957-4098,JACKSON
451364,01-JUL-15,30-JUN-16,As Submitted,11,OTTO KAISER MEMORIAL HOSPITAL,ROUTE 1,450,KENEDY,TX,78119-9718,KARNES
451365,01-JUL-15,30-JUN-16,As Submitted,1,SETON HIGHLAND LAKES HOSPITAL,3201 S. WATER ST.,,BURNET,TX,78611-,BURNET
451366,01-OCT-15,30-SEP-16,As Submitted,11,COCHRAN MEMORIAL HOSPITAL,201 EAST GRANT,,MORTON,TX,79346-,COCHRAN
451367,01-DEC-14,30-NOV-15,As Submitted,2,ETMC PITTSBURG,2701 US HWY 271 N,,PITTSBURG,TX,75686-,CAMP
451369,01-JAN-15,31-DEC-15,Amended,2,GOLDEN PLAINS COMMUNITY HOSPITAL,200 S. MCGEE,,BORGER,TX,79007,HUTCHINSON
451370,01-JAN-15,31-DEC-15,As Submitted,9,RED RIVER REGIONAL HOSPITAL,504 LIPSCOMB BLVD,,BONHAM,TX,75418-4028,FANNIN
451371,01-JUL-15,30-JUN-16,As Submitted,1,SETON EDGAR B. DAVIS HOSPITAL,130 HAYS STREET,,LULING,TX,78648-0510,CALDWELL
451372,01-OCT-15,30-SEP-16,As Submitted,4,MULESHOE AREA MEDICAL CENTER,708 SOUTH FIRST STREET,,MULESHOE,TX,79347-3627,BAILEY
451373,01-JAN-15,31-DEC-15,As Submitted,2,WARD MEMORIAL HOSPITAL,406 SOUTH GARY AVENUE,,MONAHANS,TX,79756,WARD
451374,01-JAN-15,31-DEC-15,As Submitted,2,SCOTT AND WHITE HOSPITAL TAYLOR,305 MALLARD LANE,,TAYLOR,TX,76574-,WILLIAMSON
451375,01-OCT-15,30-SEP-16,As Submitted,6,LIBERTY-DAYTON REGIONAL MEDICAL CENT,1353 NORTH TRAVIS,,LIBERTY,TX,77575,LIBERTY
451376,01-JAN-15,31-DEC-15,As Submitted,11,LAVACA MEDICAL CENTER,1400 TEXANA,,HALLETTSVILLE,TX,77964-,LAVACA
451377,01-JAN-15,31-DEC-15,As Submitted,9,REEVES COUNTY HOSPITAL,2323 TEXAS AVENUE,,PECOS,TX,79772,REEVES
451378,01-OCT-15,30-SEP-16,As Submitted,4,BIG BEND REGIONAL MED CTR,2600 HIGHWAY 118 NORTH,,ALPINE,TX,79830-,BREWSTER
